uri,Glossary Term,definition,type,label,alternative label,tag,description,definition extension,editorial note,document link,seeAlso,broader term,narrower term,related term,has exact match,has close match,has broader match,has related match
http://nwcg.gov/glos/nwcg_terms/nwcg-Mcleod,Mcleod,"A combination hoe or cutting tool and rake, with or without removable blades.",Business Term,Mcleod,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelMoistureAnalog,fuel moisture analog,"Device that emulates the moisture response of specific classes of dead fuels, constructed from organic or inorganic materials (e.g., half-inch ponderosa pine dowels representing ten-hour timelag fuels).",Business Term,fuel moisture analog,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-officer,Officer,"The ICS title for personnel responsible for the Command Staff positions of Safety, Liaison, and Information.",Business Term,Officer,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-supportingTechnologies,supporting technologies,"Any technology which may be used to support NIIMS. Examples of these technologies include GIS mapping, infrared technology, NFDRS, communications, dispatch coordination, and national cache system.",Business Term,supporting technologies,,"Incident, Resources",,,GB,,,,,,,National Interagency Incident Management System,,
http://nwcg.gov/glos/nwcg_terms/nwcg-NationalInteragencyIncidentManagementSystem,National Interagency Incident Management System,"An NWCG developed program that consisted of five subsystems which collectively provide a total systems approach to all-risk incident management. The subsystems are: The Incident Command System, Training, Qualifications and Certification, Supporting Technologies, and Publications Management.&nbsp;",Business Term,National Interagency Incident Management System,,Incident,,,GB,,,,,qualifications and certification,,supporting technologies,,
http://nwcg.gov/glos/nwcg_terms/nwcg-qualificationsandcertification,qualifications and certification,"This subsystem of NIIMS provides recommended qualification and certification for those personnel responding to an incident regionally or nationally, allowing for the development of local minimum standards to meet local needs. Standards typically include training, experience, and physical fitness.",Business Term,qualifications and certification,,Incident,,,GB,,,,,National Interagency Incident Management System,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-gradientWindFlow,gradient wind (flow),"Wind flowing parallel to pressure isobars or contours with low pressure on the left of the observer in the Northern Hemisphere; velocity such that the pressure gradient, Coriolis, and centrifugal force acting in the area are in balance.",Business Term,gradient wind (flow),,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/ametsoc-windDirection,wind direction,Compass direction from which wind is blowing.,Business Term,wind direction,,Fire Environment,,,,https://glossary.ametsoc.org/wiki/Wind_direction,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-planningInterval,planning interval,Period of time between scheduled planning meetings.,Business Term,planning interval,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-drought,drought,"A period of relatively long duration with substantially below-normal precipitation, usually occurring over a large area.",Business Term,drought,,Fire Environment,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-spallingFirePatternIndicator,"fire pattern indicator, spalling (exfoliation)",Rock or boulders that display more chipping or pitting on the exposed surface than the protected surface due to the passage of the fire indicating the direction of fire progression at that location. One of the 11 NWCG categories of fire pattern indicators,Business Term,"fire pattern indicator, spalling (exfoliation)","spalling fire pattern indicator, spalling (exfoliation) fire pattern indicator",Resources,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-miscellaneousFire,miscellaneous fire,Fire of known cause that cannot be properly classified into any of the eight standard causes of fires.,Business Term,miscellaneous fire,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-batchMix,batch mix,"Manually adding and mixing a concentrated chemical, such as liquid foam, or powdered or liquid retardant with water, or gelling agents with fuel, into solution in a tank or container.",Business Term,batch mix,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-cargoDrop,cargo drop,"Dropping of equipment or supplies, with or without a parachute, from an aircraft in flight.",Business Term,cargo drop,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-generalStaff,General Staff,"The group of incident management personnel reporting to the Incident Commander. They may each have a deputy, as needed. The General Staff consists of: Operations Section Chief, Planning Section Chief, Logistics Section Chief, and Finance/Administration Section Chief.&nbsp;",Business Term,General Staff,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-hazardMap,hazard map,"Map of the area of operations that shows all of the known aerial hazards, including but not limited to power lines, military training areas, hang gliding areas, etc.",Business Term,hazard map,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-multiAgencyCoordinatingGroup,Multi-Agency Coordinating Group,"A national, regional, or local management group for interagency planning, coordination, and operations leadership for incidents. Provides an essential management mechanism for strategic coordination to ensure incident resources are efficiently and appropriately managed in a cost effective manner.&nbsp;",Business Term,Multi-Agency Coordinating Group,,Miscellaneous,,,gb - web has FMB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireHazard,fire hazard,"A fuel complex, defined by volume, type condition, arrangement, and location, that determines the degree of ease of ignition and of resistance to control.",Business Term,fire hazard,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-onCall,on-call,"Status of a federal casual or federal regular government employee used for timekeeping purposes. An employee will be considered off duty and time spent in an on-call status shall not be considered hours of work if: 1) The employee is allowed to leave a telephone number or to carry an electronic device for the purpose of being contacted, even though the employee is required to remain within a reasonable call-back radius; or 2) The employee is allowed to make arrangements such that any work which may arise during the on-call period will be performed by another person. (Reference 5 CFR 551.431(b) (1-2)). Specific state pay guidelines for non-pay status shall apply for state employees.",Business Term,on-call,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-strikeTeam,strike team,"Specified combinations of the same kind and type of resources, with common communications, and a leader.",Business Term,strike team,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-mopUpTime,mop up time,Elapsed time from containment or control of a fire until mopup is complete.,Business Term,mop up time,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-modelFireworksLaw,Model Fireworks Law,"Model legislation recommended by the Fire Marshals' Association of North America and adopted by many states, regulating display of fireworks.",Business Term,Model Fireworks Law,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-foamType,foam type,A term used to describe the consistency and viscosity of low expansion foam as the combination of drain time and expansion.,Business Term,foam type,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireSketch,fire sketch,A not to scale drawing.,Business Term,fire sketch,,Resources,,Used to illustrate notes and refresh the fire investigator's memory.,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-vhfOmnidirectionalRadioRange,VHF Omnidirectional Radio Range,System of radio navigation in which any magnetic bearing relative to a special radio transmitter on the ground may be chosen and flown by an aircraft pilot.,Business Term,VHF Omnidirectional Radio Range,,"Incident, Resources",,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-initialResponse,initial response,The initial decisions and actions taken in reaction to a reported incident.,Business Term,initial response,initial action,Miscellaneous,,,gb,https://www.nwcg.gov/sites/default/files/docs/eb-fmb-m-19-004a.pdf,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-federalFirePolicy,federal fire policy,"Principles and policies providing a common approach to wildland fire for federal agencies. The primary, interagency wildland fire policy document is the ""Review and Update of the 1995 Federal Wildland Fire Management Policy""&nbsp;(January 2001). Implementation of that policy is through the ""Guidance for Implementation of Federal Wildland Fire Management Policy"" (February 2009).",Business Term,federal fire policy,,Miscellaneous,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-stationCatalog,station catalog,A WIMS file that contains all the information defined for a weather station.,Business Term,station catalog,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-tandem,tandem,"Two or more units of any one type working one in front of the other to accomplish a specific fire suppression job; the term can be used in connection with crews of firefighters, power pumps, bulldozers, etc.",Business Term,tandem,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-synopticChart,synoptic chart,"In meteorology, any chart or map on which data and analyses are presented that describe the state of the atmosphere over a large area at a given moment in time.",Business Term,synoptic chart,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-rightAngleTransect,right angle transect,A method to document a fire scene using right angle measurements off of a base line.,Business Term,right angle transect,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-protectedSide,protected side,The side of an object opposite the oncoming fire and therefore shielded from the oncoming fire by the object itself.,Business Term,protected side,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-swampout,swampout,"Act of clearing brush and other material from around the base of trees and where trees are to be bucked, prior to falling or bucking, as protection against saw kickback and to provide safe footing.",Business Term,swampout,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-marineAir,marine air,Air which has a high moisture content and the temperature characteristics of an ocean surface due to extensive exposure to that surface. An intrusion of marine air will moderate fire conditions. Absence of marine air in coastal areas may lead to more severe fire danger.&nbsp;,Business Term,marine air,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-burningConditions,burning conditions,The state of the combined factors of the environment that affect fire behavior in a specified fuel type.,Business Term,burning conditions,,Fuels,,,"JK-checked.&nbsp; In the definition, should it be ""affect"" or ""effect""?",,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireEcology,fire ecology,The study of the effects of fire on living organisms and their environment.,Business Term,fire ecology,,Fuels,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-classIAreasAirQuality,Class I Areas (air quality),"Geographic areas designed by the Clean Air Act subject to the most stringent restrictions on allowable increment of air quality deterioration. Class I areas include Forest Service wildernesses and nation memorial parks over 5,000 acres, National Parks exceeding 6,000 acres, international parks, as well as other designated lands.&nbsp;",Business Term,Class I Areas (air quality),,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-rescue,rescue,Saving a life from fire or accident; removing a victim from an untenable or unhealthy atmosphere.,Business Term,rescue,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-driftSmoke,drift smoke,Smoke that has drifted from its point of origin and is no longer dominated by convective motion. May give false impression of a fire in the general area where the smoke has drifted.,Business Term,drift smoke,,Fuels,,,JK-checked.,,,,,,,,,
